0,-10,-10,-10,-10,-10,-10,-10,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-126
-10,0,-10,-10,-10,-10,-10,-10,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,-127
-10,-10,0,-10,-10,-10,-10,-10,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,-127
-10,-10,-10,0,-10,-10,-10,-10,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,-127
-10,-10,-10,-10,0,-10,-10,-10,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,-127
-10,-10,-10,-10,-10,0,-10,-10,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,-127
-10,-10,-10,-10,-10,-10,0,-10,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,-127
-10,-10,-10,-10,-10,-10,-10,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,-126
-10,0,0,0,0,0,0,0,0,-10,-10,-10,-10,-10,-10,-10,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-126
0,-10,0,0,0,0,0,0,-10,0,-10,-10,-10,-10,-10,-10,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,-126
0,0,-10,0,0,0,0,0,-10,-10,0,-10,-10,-10,-10,-10,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,-126
0,0,0,-10,0,0,0,0,-10,-10,-10,0,-10,-10,-10,-10,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,-126
0,0,0,0,-10,0,0,0,-10,-10,-10,-10,0,-10,-10,-10,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,-126
0,0,0,0,0,-10,0,0,-10,-10,-10,-10,-10,0,-10,-10,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,-126
0,0,0,0,0,0,-10,0,-10,-10,-10,-10,-10,-10,0,-10,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,-126
0,0,0,0,0,0,0,-10,-10,-10,-10,-10,-10,-10,-10,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,-126
-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,-10,-10,-10,-10,-10,-10,-10,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-126
0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,-10,0,-10,-10,-10,-10,-10,-10,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,-126
0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,-10,-10,0,-10,-10,-10,-10,-10,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,-126
0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,-10,-10,-10,0,-10,-10,-10,-10,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,-126
0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,-10,-10,-10,-10,0,-10,-10,-10,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,-126
0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,-10,-10,-10,-10,-10,0,-10,-10,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,-126
0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,-10,-10,-10,-10,-10,-10,0,-10,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,-126
0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,-10,-10,-10,-10,-10,-10,-10,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,-126
-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,-10,-10,-10,-10,-10,-10,-10,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-126
0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,-10,0,-10,-10,-10,-10,-10,-10,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,-126
0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,-10,-10,0,-10,-10,-10,-10,-10,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,-126
0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,-10,-10,-10,0,-10,-10,-10,-10,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,0,0,-126
